timestamp,level,component,message,parsed,source_file,hour,date,time_delta,is_error
2025-04-30 23:10:50,INFO,frontend,Asset script-10.js cached successfully,True,server_1.log,23,2025-04-30,,False
2025-04-30 23:10:53,INFO,worker,Job data_import-3208 started,True,server_1.log,23,2025-04-30,3.0,False
2025-04-30 23:11:00,INFO,frontend,User user_2 viewed /products,True,server_1.log,23,2025-04-30,7.0,False
2025-04-30 23:11:03,WARNING,worker,Job backup-7431 running longer than expected: 308s,True,server_1.log,23,2025-04-30,3.0,False
2025-04-30 23:11:11,INFO,worker,Job backup-4980 started,True,server_1.log,23,2025-04-30,8.0,False
2025-04-30 23:11:16,INFO,cache,Cache hit ratio: 83%,True,server_1.log,23,2025-04-30,5.0,False
2025-04-30 23:11:19,WARNING,api,Slow API response: 404ms,True,server_1.log,23,2025-04-30,3.0,False
2025-04-30 23:11:24,INFO,worker,Worker worker-9 processed 106 jobs,True,server_1.log,23,2025-04-30,5.0,False
2025-04-30 23:11:35,WARNING,cache,Cache miss rate high: 18%,True,server_1.log,23,2025-04-30,11.0,False
2025-04-30 23:11:41,INFO,scheduler,Task sync_task scheduled for 2025-05-07 23:43:47,True,server_1.log,23,2025-04-30,6.0,False
2025-04-30 23:11:48,INFO,auth,Password reset requested for user_3,True,server_1.log,23,2025-04-30,7.0,False
2025-04-30 23:11:53,INFO,cache,Cache size: 861MB,True,server_1.log,23,2025-04-30,5.0,False
2025-04-30 23:11:58,ERROR,scheduler,Task sync_task failed to schedule: Invalid timing,True,server_1.log,23,2025-04-30,5.0,True
2025-04-30 23:12:03,INFO,frontend,User user_9 viewed /contact,True,server_1.log,23,2025-04-30,5.0,False
2025-04-30 23:12:10,WARNING,frontend,Asset script-5.js not found in cache,True,server_1.log,23,2025-04-30,7.0,False
2025-04-30 23:12:20,INFO,worker,Job cleanup-7782 started,True,server_1.log,23,2025-04-30,10.0,False
2025-04-30 23:12:28,INFO,auth,New account created: user_33,True,server_1.log,23,2025-04-30,8.0,False
2025-04-30 23:12:32,INFO,api,Request processed successfully in 201ms,True,server_1.log,23,2025-04-30,4.0,False
2025-04-30 23:12:34,INFO,frontend,Page /profile loaded in 666ms,True,server_1.log,23,2025-04-30,2.0,False
2025-04-30 23:12:42,WARNING,auth,Session expired for user user_49,True,server_1.log,23,2025-04-30,8.0,False
2025-04-30 23:12:51,INFO,scheduler,Task cleanup_task scheduled for 2025-05-07 23:53:47,True,server_1.log,23,2025-04-30,9.0,False
2025-04-30 23:12:54,WARNING,auth,Unusual login location for user user_39: Tokyo,True,server_1.log,23,2025-04-30,3.0,False
2025-04-30 23:12:59,INFO,api,Rate limit status: 95/100,True,server_1.log,23,2025-04-30,5.0,False
2025-04-30 23:13:03,INFO,api,Request processed successfully in 104ms,True,server_1.log,23,2025-04-30,4.0,False
2025-04-30 23:13:06,INFO,cache,Cache entry user_profile:user_15 refreshed,True,server_1.log,23,2025-04-30,3.0,False
2025-04-30 23:13:07,WARNING,frontend,Form validation warnings: signup,True,server_1.log,23,2025-04-30,1.0,False
2025-04-30 23:13:13,INFO,scheduler,Scheduler status: 20 active tasks,True,server_1.log,23,2025-04-30,6.0,False
2025-04-30 23:13:24,INFO,auth,Password changed for user user_42,True,server_1.log,23,2025-04-30,11.0,False
2025-04-30 23:13:31,CRITICAL,api,Multiple API endpoints failing: /api/v1/search,True,server_1.log,23,2025-04-30,7.0,True
2025-04-30 23:13:32,INFO,api,User user_9 accessed resource billing,True,server_1.log,23,2025-04-30,1.0,False
2025-04-30 23:13:40,INFO,frontend,Asset script-9.js cached successfully,True,server_1.log,23,2025-04-30,8.0,False
2025-04-30 23:13:45,INFO,frontend,User user_7 viewed /profile,True,server_1.log,23,2025-04-30,5.0,False
2025-04-30 23:13:48,CRITICAL,database,Database server unresponsive,True,server_1.log,23,2025-04-30,3.0,True
2025-04-30 23:13:53,INFO,database,Rows affected: 668,True,server_1.log,23,2025-04-30,5.0,False
2025-04-30 23:13:59,INFO,database,Connection pool status: 21/50 active,True,server_1.log,23,2025-04-30,6.0,False
2025-04-30 23:14:01,INFO,database,Rows affected: 20,True,server_1.log,23,2025-04-30,2.0,False
2025-04-30 23:14:05,INFO,cache,Item product_list:user_30 added to cache,True,server_1.log,23,2025-04-30,4.0,False
2025-04-30 23:14:13,INFO,scheduler,Next maintenance window: 2025-05-12 23:10:47,True,server_1.log,23,2025-04-30,8.0,False
2025-04-30 23:14:16,WARNING,auth,Session expired for user user_3,True,server_1.log,23,2025-04-30,3.0,False
2025-04-30 23:14:20,INFO,cache,Item settings:user_46 added to cache,True,server_1.log,23,2025-04-30,4.0,False
2025-04-30 23:14:27,WARNING,auth,Multiple failed login attempts for user user_28,True,server_1.log,23,2025-04-30,7.0,False
2025-04-30 23:14:30,INFO,scheduler,Scheduler status: 50 active tasks,True,server_1.log,23,2025-04-30,3.0,False
2025-04-30 23:14:37,INFO,api,API call to /api/v1/products endpoint completed,True,server_1.log,23,2025-04-30,7.0,False
2025-04-30 23:14:39,INFO,frontend,Asset script-5.js cached successfully,True,server_1.log,23,2025-04-30,2.0,False
2025-04-30 23:14:47,INFO,frontend,Asset styles-3.css cached successfully,True,server_1.log,23,2025-04-30,8.0,False
2025-04-30 23:14:51,INFO,scheduler,Next maintenance window: 2025-05-12 23:10:47,True,server_1.log,23,2025-04-30,4.0,False
2025-04-30 23:14:55,WARNING,worker,Job email_delivery-7273 running longer than expected: 168s,True,server_1.log,23,2025-04-30,4.0,False
2025-04-30 23:15:03,INFO,api,Rate limit status: 52/100,True,server_1.log,23,2025-04-30,8.0,False
2025-04-30 23:15:10,WARNING,worker,Job report_generation-4303 running longer than expected: 451s,True,server_1.log,23,2025-04-30,7.0,False
2025-04-30 23:15:18,INFO,database,Rows affected: 596,True,server_1.log,23,2025-04-30,8.0,False
2025-04-30 23:15:25,INFO,frontend,Asset script-1.js cached successfully,True,server_1.log,23,2025-04-30,7.0,False
2025-04-30 23:15:28,WARNING,auth,Session expired for user user_47,True,server_1.log,23,2025-04-30,3.0,False
2025-04-30 23:15:29,INFO,scheduler,Task sync_task scheduled for 2025-05-07 23:32:47,True,server_1.log,23,2025-04-30,1.0,False
2025-04-30 23:15:34,INFO,cache,Cache size: 6169MB,True,server_1.log,23,2025-04-30,5.0,False
2025-04-30 23:15:44,INFO,api,Request processed successfully in 23ms,True,server_1.log,23,2025-04-30,10.0,False
2025-04-30 23:15:52,WARNING,cache,Cache approaching size limit: 1059%,True,server_1.log,23,2025-04-30,8.0,False
2025-04-30 23:16:00,INFO,scheduler,Task cleanup_task scheduled for 2025-05-08 00:00:47,True,server_1.log,23,2025-04-30,8.0,False
2025-04-30 23:16:06,INFO,frontend,Form submission processed: signup,True,server_1.log,23,2025-04-30,6.0,False
2025-04-30 23:16:09,INFO,scheduler,Scheduler status: 49 active tasks,True,server_1.log,23,2025-04-30,3.0,False
2025-04-30 23:16:11,ERROR,api,Authentication failed for API request from Timeout error,True,server_1.log,23,2025-04-30,2.0,True
2025-04-30 23:16:14,INFO,auth,Password changed for user user_20,True,server_1.log,23,2025-04-30,3.0,False
2025-04-30 23:16:17,INFO,api,Request processed successfully in 174ms,True,server_1.log,23,2025-04-30,3.0,False
2025-04-30 23:16:19,WARNING,database,Slow query detected: 938ms,True,server_1.log,23,2025-04-30,2.0,False
2025-04-30 23:16:26,INFO,database,Rows affected: 569,True,server_1.log,23,2025-04-30,7.0,False
2025-04-30 23:16:35,INFO,worker,Job sync-3296 completed in 278s,True,server_1.log,23,2025-04-30,9.0,False
2025-04-30 23:16:42,INFO,worker,Worker worker-8 processed 100 jobs,True,server_1.log,23,2025-04-30,7.0,False
2025-04-30 23:16:51,ERROR,database,Deadlock detected on table users,True,server_1.log,23,2025-04-30,9.0,True
2025-04-30 23:17:00,WARNING,api,Slow API response: 325ms,True,server_1.log,23,2025-04-30,9.0,False
2025-04-30 23:17:08,INFO,scheduler,Task cleanup_task scheduled for 2025-05-08 00:03:47,True,server_1.log,23,2025-04-30,8.0,False
2025-04-30 23:17:12,INFO,frontend,Asset script-9.js cached successfully,True,server_1.log,23,2025-04-30,4.0,False
2025-04-30 23:17:18,INFO,scheduler,Cron job cron_data_import completed successfully,True,server_1.log,23,2025-04-30,6.0,False
2025-04-30 23:17:25,WARNING,cache,Cache miss rate high: 46%,True,server_1.log,23,2025-04-30,7.0,False
2025-04-30 23:17:28,CRITICAL,auth,Security breach detected for user user_9,True,server_1.log,23,2025-04-30,3.0,True
2025-04-30 23:17:36,INFO,worker,Job data_import-5753 started,True,server_1.log,23,2025-04-30,8.0,False
2025-04-30 23:17:43,ERROR,auth,Account locked for user user_15,True,server_1.log,23,2025-04-30,7.0,True
2025-04-30 23:17:53,WARNING,cache,Cache miss rate high: 48%,True,server_1.log,23,2025-04-30,10.0,False
2025-04-30 23:17:58,ERROR,api,Invalid parameters in request to /api/v1/products,True,server_1.log,23,2025-04-30,5.0,True
2025-04-30 23:18:03,INFO,scheduler,Next maintenance window: 2025-05-12 23:10:47,True,server_1.log,23,2025-04-30,5.0,False
2025-04-30 23:18:07,INFO,api,Request processed successfully in 89ms,True,server_1.log,23,2025-04-30,4.0,False
2025-04-30 23:18:18,INFO,scheduler,Scheduler status: 23 active tasks,True,server_1.log,23,2025-04-30,11.0,False
2025-04-30 23:18:25,INFO,worker,Job data_import-6790 completed in 262s,True,server_1.log,23,2025-04-30,7.0,False
2025-04-30 23:18:31,ERROR,cache,Cache corruption detected,True,server_1.log,23,2025-04-30,6.0,True
2025-04-30 23:18:36,INFO,database,Connection pool status: 22/50 active,True,server_1.log,23,2025-04-30,5.0,False
2025-04-30 23:18:47,INFO,auth,Password reset requested for user_28,True,server_1.log,23,2025-04-30,11.0,False
2025-04-30 23:18:49,INFO,api,API call to /api/v1/users endpoint completed,True,server_1.log,23,2025-04-30,2.0,False
2025-04-30 23:18:55,INFO,worker,Job data_import-5334 completed in 122s,True,server_1.log,23,2025-04-30,6.0,False
2025-04-30 23:18:56,INFO,scheduler,Task email_delivery_task scheduled for 2025-05-07 23:29:47,True,server_1.log,23,2025-04-30,1.0,False
2025-04-30 23:19:07,INFO,auth,New account created: user_3,True,server_1.log,23,2025-04-30,11.0,False
2025-04-30 23:19:15,WARNING,cache,Stale data detected for key product_list:user_5,True,server_1.log,23,2025-04-30,8.0,False
2025-04-30 23:19:18,INFO,database,Query executed in 1521ms,True,server_1.log,23,2025-04-30,3.0,False
2025-04-30 23:19:27,WARNING,cache,Cache miss rate high: 13%,True,server_1.log,23,2025-04-30,9.0,False
2025-04-30 23:19:34,WARNING,auth,Multiple failed login attempts for user user_17,True,server_1.log,23,2025-04-30,7.0,False
2025-04-30 23:19:39,INFO,scheduler,Scheduler status: 34 active tasks,True,server_1.log,23,2025-04-30,5.0,False
2025-04-30 23:19:41,INFO,frontend,User user_48 viewed /home,True,server_1.log,23,2025-04-30,2.0,False
2025-04-30 23:19:45,INFO,database,Connection pool status: 30/50 active,True,server_1.log,23,2025-04-30,4.0,False
2025-04-30 23:19:50,INFO,api,Rate limit status: 38/100,True,server_1.log,23,2025-04-30,5.0,False
2025-04-30 23:20:00,ERROR,database,Deadlock detected on table transactions,True,server_1.log,23,2025-04-30,10.0,True
2025-04-30 23:20:09,INFO,api,Request processed successfully in 437ms,True,server_1.log,23,2025-04-30,9.0,False
2025-04-30 23:20:15,INFO,frontend,Asset script-5.js cached successfully,True,server_1.log,23,2025-04-30,6.0,False
2025-04-30 23:20:19,INFO,worker,Job data_import-7851 started,True,server_1.log,23,2025-04-30,4.0,False
2025-04-30 23:20:22,INFO,api,User user_39 accessed resource profile,True,server_1.log,23,2025-04-30,3.0,False
2025-04-30 23:20:28,INFO,worker,Job data_import-1168 started,True,server_1.log,23,2025-04-30,6.0,False
2025-04-30 23:20:31,INFO,api,User user_20 accessed resource profile,True,server_1.log,23,2025-04-30,3.0,False
2025-04-30 23:20:34,ERROR,database,Database connection error: Constraint violation,True,server_1.log,23,2025-04-30,3.0,True
